1,2
"(32.9055808, -117.2435997)","(43.8052416, -88.79061109999999)"
"(32.9055808, -117.2435997)","(32.8406331, -117.1970729)"
"(32.9055808, -117.2435997)","(32.8641809, -117.2525833)"
"(32.8991894, -83.7049485)","(35.7478769, -95.3696909)"
"(32.8023927, -117.0562851)","(44.5233614, -89.53681259999999)"
"(32.7012733, -117.1126985)","(43.6530596, -70.2560932)"
"(32.7012733, -117.1126985)","(29.7385963, -95.3490922)"
"(32.7012733, -117.1126985)","(40.029928, -105.2585026)"
"(32.7012733, -117.1126985)","(40.7554084, -73.9318155)"
"(32.7012733, -117.1126985)","(32.734557, -117.1250616)"
"(32.7012733, -117.1126985)","(41.8715947, -71.4123075)"
"(32.7012733, -117.1126985)","(40.7667089, -73.9138093)"
"(32.7012733, -117.1126985)","(32.7339276, -117.1129323)"
"(42.3991438, -83.15539389999999)","(32.7633799, -117.1236636)"
"(33.0909928, -117.0044394)","(33.0809449, -117.0330704)"
"(32.7485314, -117.1929245)","(40.68506989999999, -73.92798250000001)"
"(34.07282720000001, -118.0826776)","(44.9400126, -93.14970939999999)"
0,0
"(28.4385964, -81.3671818)","(32.7339276, -117.1129323)"
"(28.4385964, -81.3671818)","(40.7661901, -73.91754070000002)"
"(28.4385964, -81.3671818)","(40.7418056, -73.92466689999999)"
"(28.4385964, -81.3671818)","(40.7583563, -73.99037469999999)"
"(28.4385964, -81.3671818)","(39.966528, -75.158284)"
"(28.4385964, -81.3671818)","(41.5652812, -81.5392492)"
"(32.790684, -117.0904136)","(32.754934, -117.090079)"
"(32.790684, -117.0904136)","(40.6378846, -73.9983834)"
"(32.5677018, -117.0776021)","(37.3624664, -122.0141783)"
"(34.2549623, -118.4084895)","(32.9900926, -117.2537184)"
"(32.5544622, -116.9425607)","(32.55743160000001, -116.9439234)"
"(32.5678881, -116.9804498)","(32.5708441, -117.0645134)"
"(32.5678881, -116.9804498)","(37.2624164, -79.2742659)"
"(32.5678881, -116.9804498)","(32.5850768, -117.001775)"
"(32.5678881, -116.9804498)","(32.5584132, -116.9884436)"
0,0
"(32.5678881, -116.9804498)","(32.5643115, -116.940779)"
"(32.7938047, -117.2397877)","(42.4347786, -83.054862)"
"(32.7938047, -117.2397877)","(32.7827648, -117.2366369)"
"(32.7938047, -117.2397877)","(32.7865598, -117.2397114)"
"(32.7938047, -117.2397877)","(32.8009291, -117.2470721)"
"(32.7938047, -117.2397877)","(32.8020211, -117.2532593)"
"(32.9041692, -117.1933817)","(32.9008781, -117.2053833)"
"(32.9041692, -117.1933817)","(32.9039574, -117.2004128)"
"(32.899763, -117.1892725)","(32.9041692, -117.1933817)"
"(32.899763, -117.1892725)","(32.8996544, -117.1983927)"
"(32.899763, -117.1892725)","(32.909373, -117.1602998)"
"(32.7219608, -117.1709678)","(32.7611102, -117.2200109)"
"(32.7219608, -117.1709678)","(32.7263225, -117.227755)"
"(36.7546049, -121.7652696)","(37.3531073, -121.936245)"
"(47.1497563, -122.5034003)","(37.3531073, -121.936245)"
"(36.7546049, -121.7652696)","(32.7539478, -117.2065397)"
"(47.1497563, -122.5034003)","(32.7539478, -117.2065397)"
"(36.7546049, -121.7652696)","(40.7501476, -73.9151945)"
"(47.1497563, -122.5034003)","(40.7501476, -73.9151945)"
"(36.7546049, -121.7652696)","(42.1815159, -71.20338799999999)"
"(47.1497563, -122.5034003)","(42.1815159, -71.20338799999999)"
"(32.7219608, -117.1709678)","(23.3298116, 75.0417468)"
"(32.7219608, -117.1709678)","(32.7372066, -117.1762208)"
"(32.7219608, -117.1709678)","(29.9189541, -90.0989094)"
"(32.7219608, -117.1709678)","(33.41074400000001, -86.62652039999999)"
"(32.7219608, -117.1709678)","(33.9461713, -118.2367678)"
"(32.7219608, -117.1709678)","(32.7199041, -117.1593048)"
"(32.7219608, -117.1709678)","(41.1115472, -73.85838059999999)"
"(32.7219608, -117.1709678)","(41.2203118, -96.03496059999999)"
"(32.7219608, -117.1709678)","(38.9034346, -77.0347434)"
"(32.7219608, -117.1709678)","(32.7093836, -117.1628654)"
"(23.3298116, 75.0417468)","(32.7219608, -117.1709678)"
"(32.9017946, -117.1914176)","(32.9041692, -117.1933817)"
"(32.8158129, -117.2265601)","(30.3237714, -91.0048781)"
"(32.583964, -117.1321005)","(28.2460502, -81.29524839999999)"
"(32.583964, -117.1321005)","(32.5715522, -117.0927764)"
"(32.5839503, -117.1078801)","(40.7849921, -122.3083332)"
"(32.5839503, -117.1078801)","(32.5691699, -117.0840422)"
"(32.5839503, -117.1078801)","(32.5708441, -117.0645134)"
"(32.5839503, -117.1078801)","(32.5838324, -117.0619883)"
"(32.5839503, -117.1078801)","(32.5794085, -117.0502433)"
"(32.5839503, -117.1078801)","(32.5779861, -117.045426)"
"(37.3172959, -121.8850591)","(32.7219608, -117.1709678)"
"(32.860951, -117.2253923)","(32.8678866, -117.2247315)"
"(32.6912103, -117.0399716)","(42.85722270000001, -90.69445979999999)"
"(32.6912103, -117.0399716)","(32.6850208, -117.0619421)"
"(32.6912103, -117.0399716)","(39.7336428, -104.8282609)"
"(32.6912103, -117.0399716)","(32.7071047, -117.0549205)"
"(32.6912103, -117.0399716)","(27.0684366, -82.40983059999999)"
"(32.6912103, -117.0399716)","(32.7460669, -97.234381)"
"(37.8059872, -122.22551)","(32.7633799, -117.1236636)"
"(37.8059872, -122.22551)","(40.74921800000001, -73.487713)"
"(37.8059872, -122.22551)","(32.7576978, -117.0808503)"
"(37.8059872, -122.22551)","(37.580025, -122.3417094)"
"(37.8059872, -122.22551)","(42.19899789999999, -71.1641868)"
"(37.8059872, -122.22551)","(32.746404, -117.1552801)"
"(37.8059872, -122.22551)","(32.739821, -117.1444405)"
"(37.8059872, -122.22551)","(32.7350568, -117.1456067)"
"(37.8059872, -122.22551)","(26.729342, -80.09451299999999)"
"(37.8059872, -122.22551)","(33.0156867, -83.9330645)"
"(37.8059872, -122.22551)","(40.7849921, -122.3083332)"
"(37.8059872, -122.22551)","(32.7194075, -117.1383762)"
"(37.8059872, -122.22551)","(38.5705507, -121.471936)"
"(37.8059872, -122.22551)","(0.18636, 6.613080999999999)"
"(37.8059872, -122.22551)","(41.1115472, -73.85838059999999)"
"(37.8059872, -122.22551)","(41.2203118, -96.03496059999999)"
"(37.8059872, -122.22551)","(38.9034346, -77.0347434)"
"(37.8059872, -122.22551)","(37.7734494, -122.4213231)"
"(44.5233614, -89.53681259999999)","(36.6277817, -88.3080775)"
"(44.5233614, -89.53681259999999)","(32.7963533, -117.0502239)"
"(44.5233614, -89.53681259999999)","(32.8032973, -117.033801)"
"(44.5233614, -89.53681259999999)","(32.8023927, -117.0562851)"
"(32.9403768, -117.1499473)","(32.9395091, -117.1652001)"
"(32.9403768, -117.1499473)","(32.9772032, -117.1472087)"
"(32.9403768, -117.1499473)","(32.9459978, -117.1449222)"
"(42.921134, -78.8877772)","(40.0870837, -74.12144669999999)"
"(42.921134, -78.8877772)","(32.909373, -117.1602998)"
"(32.670056, -117.0484384)","(32.679334, -117.0462121)"
"(32.5564843, -116.9360525)","(39.7707476, -84.1199144)"
"(33.0296487, -117.052248)","(32.9736692, -117.0625193)"
"(33.038714, -117.0512705)","(33.0345164, -117.0492136)"
"(33.0067513, -117.0673342)","(33.0050085, -117.0708052)"
"(33.0067513, -117.0673342)","(33.0050085, -117.0708052)"
"(32.9617607, -117.1195708)","(32.9390205, -117.1284305)"
"(32.9617607, -117.1195708)","(32.953882, -117.1207364)"
"(32.9490492, -117.1093006)","(32.948633, -117.1100719)"
"(32.9490492, -117.1093006)","(32.9541595, -117.1087481)"
"(40.0191143, -105.2740918)","(32.8215207, -117.2743268)"
"(40.0191143, -105.2740918)","(38.9610914, -92.32262519999999)"
"(40.0191143, -105.2740918)","(39.9711923, -75.1274036)"
"(40.0191143, -105.2740918)","(39.1350183, -84.4210956)"
"(32.9842479, -117.091721)","(32.9630893, -117.1307777)"
"(32.8464973, -117.2212291)","(32.8552341, -117.2176154)"
"(32.76506210000001, -117.2313644)","(32.7611102, -117.2200109)"
"(32.76506210000001, -117.2313644)","(30.3109908, -81.64397679999999)"
"(38.9992194, -77.022201)","(32.7409805, -117.1370684)"
"(38.9992194, -77.022201)","(32.7376527, -117.1612546)"
"(38.9992194, -77.022201)","(41.0958566, -85.1195381)"
"(32.7857616, -117.1452128)","(40.8315179, -73.2621988)"
"(32.5751721, -117.0548495)","(32.5839503, -117.1078801)"
"(32.5751721, -117.0548495)","(32.5838324, -117.0619883)"
"(32.5751721, -117.0548495)","(32.5735711, -117.0509606)"
"(32.5794085, -117.0502433)","(32.5839503, -117.1078801)"
0,0
"(35.2102466, -80.7868949)","(41.3713351, -82.14768509999999)"
"(32.6787478, -117.0818556)","(32.6912103, -117.0399716)"
"(32.6787478, -117.0818556)","(32.693534, -117.0644712)"
"(32.6787478, -117.0818556)","(34.1067953, -118.2249146)"
"(32.6787478, -117.0818556)","(29.424678, -98.499339)"
"(29.94759969999999, -90.1284611)","(32.7316006, -117.2292596)"
"(33.0313242, -117.0888946)","(33.0323653, -117.0810413)"
"(34.0920579, -118.348216)","(38.9854447, -77.0792013)"
"(32.7320556, -117.2479171)","(32.7451609, -117.2472265)"
"(32.7320556, -117.2479171)","(34.4208305, -119.6981901)"
"(32.7320556, -117.2479171)","(32.7270242, -117.2443204)"
"(32.9736692, -117.0625193)","(34.6222353, -117.2346253)"
"(32.9736692, -117.0625193)","(33.0443032, -116.974091)"
"(32.9736692, -117.0625193)","(33.038714, -117.0512705)"
"(32.9736692, -117.0625193)","(33.0303959, -117.0624127)"
"(32.9736692, -117.0625193)","(33.0244475, -117.0860445)"
0,0
"(32.9736692, -117.0625193)","(34.1402304, -83.90782)"
"(32.9736692, -117.0625193)","(33.3757142, -105.7085423)"
"(32.9736692, -117.0625193)","(32.9166555, -117.0709383)"
"(32.9736692, -117.0625193)","(39.3186326, -76.7681001)"
"(32.9736692, -117.0625193)","(32.9108082, -117.0778438)"
"(32.9736692, -117.0625193)","(32.9118626, -117.1098261)"
"(32.9736692, -117.0625193)","(32.8995105, -117.1073166)"
0,0
"(33.0757377, -96.8536261)","(32.8212353, -117.1039542)"
"(32.940178, -117.2429451)","(32.9562322, -117.2266166)"
"(32.940178, -117.2429451)","(32.9491981, -117.2474184)"
"(39.7336428, -104.8282609)","(33.8491747, -118.1034699)"
"(39.7336428, -104.8282609)","(32.6728137, -117.0621611)"
"(39.7336428, -104.8282609)","(32.6763245, -117.0557829)"
"(39.7336428, -104.8282609)","(32.679334, -117.0462121)"
"(32.956485, -117.0401296)","(34.6222353, -117.2346253)"
"(32.956485, -117.0401296)","(32.9565092, -117.0936388)"
"(42.2287475, -71.1744738)","(29.0682362, -95.6720869)"
"(28.5635142, -81.7278819)","(37.7956513, -122.4132947)"
"(28.5635142, -81.7278819)","(37.7933175, -122.4280068)"
"(28.5635142, -81.7278819)","(32.7564502, -117.1931476)"
"(32.8024827, -117.0784159)","(32.8186479, -117.0463569)"
"(32.8024827, -117.0784159)","(38.8243908, -77.07221349999999)"
"(40.6740157, -73.9445475)","(32.8505015, -117.2550034)"
"(42.3725887, -71.09871559999999)","(39.9711923, -75.1274036)"
"(32.7733055, -117.1403524)","(32.7747497, -117.1538667)"
"(32.7733055, -117.1403524)","(32.773866, -117.1312841)"
"(38.9194322, -94.72351049999999)","(12.978021, 77.6374733)"
"(32.7590108, -117.2367824)","(37.8207968, -121.9835409)"
"(33.8987097, -84.10518850000001)","(32.7968917, -117.142061)"
"(33.0244475, -117.0860445)","(33.010229, -117.1115729)"
"(33.0244475, -117.0860445)","(33.0306856, -117.0886575)"
"(33.0244475, -117.0860445)","(33.0323653, -117.0810413)"
"(33.0244475, -117.0860445)","(34.6222353, -117.2346253)"
"(33.0244475, -117.0860445)","(33.0109645, -117.0855235)"
"(33.0244475, -117.0860445)","(33.0219416, -117.0652025)"
"(33.017424, -117.0247854)","(32.9736692, -117.0625193)"
"(32.9762841, -117.0835653)","(32.9630893, -117.1307777)"
"(32.9762841, -117.0835653)","(32.9630893, -117.1307777)"
"(33.981668, -117.7709596)","(32.671185, -117.065422)"
"(32.2718202, -110.7945204)","(32.6728137, -117.0621611)"
"(32.7854254, -117.1103972)","(32.7747497, -117.1538667)"
"(38.65618300000001, -121.3719511)","(32.7755602, -117.1573717)"
"(32.9541595, -117.1087481)","(32.9630893, -117.1307777)"
"(32.9541595, -117.1087481)","(32.9616193, -117.1575823)"
"(32.9541595, -117.1087481)","(32.9490492, -117.1093006)"
"(32.9140506, -117.1493543)","(34.0621348, -118.2887145)"
"(32.9140506, -117.1493543)","(32.909373, -117.1602998)"
"(32.9140506, -117.1493543)","(34.2117922, -119.0007412)"
"(32.7376527, -117.1612546)","(38.9992194, -77.022201)"
"(32.7376527, -117.1612546)","(40.7554084, -73.9318155)"
"(32.8552341, -117.2176154)","(32.8406331, -117.1970729)"
"(32.8552341, -117.2176154)","(39.1029243, -84.2779025)"
"(32.8552341, -117.2176154)","(32.8760918, -117.2097153)"
"(32.8552341, -117.2176154)","(32.8717938, -117.2177712)"
"(32.8552341, -117.2176154)","(32.867186, -117.2121012)"
"(32.8552341, -117.2176154)","(32.85422490000001, -117.2002723)"
"(32.8552341, -117.2176154)","(32.8464973, -117.2212291)"
"(32.8552341, -117.2176154)","(41.516701, -73.94522649999999)"
0,0
"(32.6728137, -117.0621611)","(32.6801799, -117.0641345)"
"(32.6728137, -117.0621611)","(39.7336428, -104.8282609)"
"(32.6728137, -117.0621611)","(33.981668, -117.7709596)"
"(32.6728137, -117.0621611)","(42.9428502, -78.85022250000002)"
"(32.7731525, -117.0556657)","(32.7738666, -117.0476153)"
"(32.7386006, -117.169914)","(37.7873556, -122.4234272)"
"(35.745181, -78.60941439999999)","(32.738078, -117.1676172)"
"(37.9130429, -122.304163)","(42.1815159, -71.20338799999999)"
"(37.9130429, -122.304163)","(42.19899789999999, -71.1641868)"
"(37.9130429, -122.304163)","(32.746404, -117.1552801)"
"(37.4717881, -76.7274268)","(32.7409805, -117.1370684)"
"(40.0118128, -76.3539643)","(33.0643222, -117.2345064)"
"(40.0118128, -76.3539643)","(32.7963533, -117.0502239)"
"(32.776123, -117.1383141)","(32.7733055, -117.1403524)"
"(42.1384944, -72.6261959)","(39.7318411, -104.8292274)"
"(42.1384944, -72.6261959)","(32.7747497, -117.1538667)"
"(42.1384944, -72.6261959)","(35.1449863, -119.4717196)"
"(32.7865598, -117.2397114)","(32.7827648, -117.2366369)"
"(32.746404, -117.1552801)","(32.738078, -117.1676172)"
"(32.746404, -117.1552801)","(40.763368, -73.95924)"
"(32.746404, -117.1552801)","(40.6481094, -74.0107685)"
"(32.746404, -117.1552801)","(40.7314123, -73.99698479999999)"
"(32.746404, -117.1552801)","(40.7657168, -73.9761894)"
"(32.746404, -117.1552801)","(37.072449, -110.0313596)"
"(32.746404, -117.1552801)","(37.9130429, -122.304163)"
"(32.746404, -117.1552801)","(37.8059872, -122.22551)"
"(32.7549136, -117.054656)","(32.7576978, -117.0808503)"
"(32.8290538, -117.1533183)","(32.8278842, -117.1582196)"
"(32.8290538, -117.1533183)","(32.8271444, -117.1540176)"
"(32.7263225, -117.227755)","(32.7219608, -117.1709678)"
"(32.7263225, -117.227755)","(32.7539478, -117.2065397)"
"(32.7263225, -117.227755)","(32.7533935, -117.2105087)"
"(32.7263225, -117.227755)","(32.7503917, -117.2089341)"
"(32.7263225, -117.227755)","(32.7440498, -117.2120363)"
"(32.7263225, -117.227755)","(47.9915159, -122.2229274)"
"(32.7263225, -117.227755)","(32.7293076, -117.1997407)"
"(32.7263225, -117.227755)","(32.7276843, -117.2318378)"
"(32.7263225, -117.227755)","(32.7094925, -117.232278)"
"(32.7263225, -117.227755)","(32.7246492, -117.2364626)"
"(32.7263225, -117.227755)","(32.7214587, -117.2392517)"
"(32.7263225, -117.227755)","(39.7555691, -104.9874692)"
"(40.7545831, -73.6316751)","(32.903125, -117.2288774)"
"(40.7545831, -73.6316751)","(47.6044125, -122.3298454)"
"(40.7545831, -73.6316751)","(32.9104282, -117.2011179)"
"(40.7545831, -73.6316751)","(43.2128605, -123.354026)"
0,0
0,0
0,0
0,0
"(32.8287185, -117.1248863)","(32.8242047, -117.1274958)"
"(32.8242047, -117.1274958)","(32.84487319999999, -117.1270973)"
"(32.8242047, -117.1274958)","(32.8328837, -117.1465924)"
"(32.8242047, -117.1274958)","(32.8214003, -117.1641589)"
"(32.8242047, -117.1274958)","(32.8098412, -117.1294501)"
"(32.8242047, -117.1274958)","(41.201603, -73.1558673)"
"(32.8278842, -117.1582196)","(32.8359608, -117.1552675)"
"(32.8278842, -117.1582196)","(32.8347063, -117.1596482)"
"(32.8278842, -117.1582196)","(32.8328837, -117.1465924)"
"(32.8278842, -117.1582196)","(32.8290538, -117.1533183)"
"(32.9565092, -117.0936388)","(32.9689974, -117.0818523)"
"(32.9565092, -117.0936388)","(32.9586595, -117.0909191)"
"(32.9565092, -117.0936388)","(32.956485, -117.0401296)"
"(32.6807174, -117.0551191)","(32.6801799, -117.0641345)"
"(32.953882, -117.1207364)","(32.9630893, -117.1307777)"
"(29.7385963, -95.3490922)","(32.7093836, -117.1628654)"
"(29.7385963, -95.3490922)","(42.8760887, -78.8773898)"
"(29.7385963, -95.3490922)","(42.8942598, -88.2751554)"
"(29.7385963, -95.3490922)","(40.7849921, -122.3083332)"
"(29.7385963, -95.3490922)","(32.7012733, -117.1126985)"
"(32.9843267, -117.246628)","(40.6493148, -111.8349499)"
"(32.9843267, -117.246628)","(32.9909518, -117.2162847)"
"(32.8009669, -117.019935)","(32.7905179, -117.0209907)"
"(32.8009669, -117.019935)","(32.8004957, -117.0179566)"
"(32.7556314, -117.1975794)","(37.7956513, -122.4132947)"
"(32.747108, -117.1906002)","(42.3514296, -71.0501324)"
"(32.747108, -117.1906002)","(32.7485314, -117.1929245)"
"(32.747108, -117.1906002)","(40.720491, -73.51794149999999)"
0,0
"(32.747108, -117.1906002)","(42.1815159, -71.20338799999999)"
"(32.7755602, -117.1573717)","(32.7747497, -117.1538667)"
"(32.7755602, -117.1573717)","(34.6222353, -117.2346253)"
"(32.7755602, -117.1573717)","(32.7854254, -117.1103972)"
"(32.9885621, -117.1959089)","(35.4261304, -120.6042381)"
"(33.0809449, -117.0330704)","(42.9764296, -78.69676009999999)"
"(33.0809449, -117.0330704)","(33.0909928, -117.0044394)"
"(33.1271931, -117.0655197)","(33.0809449, -117.0330704)"
"(33.1271931, -117.0655197)","(33.0974458, -116.9957227)"
"(33.1271931, -117.0655197)","(33.0909928, -117.0044394)"
"(25.7136895, -80.2654803)","(32.7460669, -97.234381)"
"(25.7136895, -80.2654803)","(32.71231480000001, -117.0244058)"
"(32.557066, -117.0580389)","(32.5558122, -117.0624264)"
"(32.557066, -117.0580389)","(32.5514345, -117.0455356)"
"(32.5500032, -117.0364526)","(36.0406516, -114.9675152)"
"(32.5500032, -117.0364526)","(32.5514887, -117.0376116)"
"(32.8052718, -117.1400583)","(32.7968917, -117.142061)"
"(32.8052718, -117.1400583)","(41.3713351, -82.14768509999999)"
"(34.4208305, -119.6981901)","(41.1754638, -73.84408739999999)"
"(34.4208305, -119.6981901)","(32.7320556, -117.2479171)"
"(35.6869752, -105.937799)","(32.801394, -117.2335118)"
"(35.6869752, -105.937799)","(32.8088984, -117.218246)"
"(32.7445151, -117.2451352)","(37.7258047, -122.4108576)"
"(32.8212353, -117.1039542)","(41.516701, -73.94522649999999)"
"(32.8212353, -117.1039542)","(32.8332178, -117.1000931)"
"(32.8212353, -117.1039542)","(32.8328837, -117.1465924)"
"(32.8212353, -117.1039542)","(32.8204312, -117.0971896)"
"(32.8212353, -117.1039542)","(37.7179129, -122.4676095)"
"(32.8212353, -117.1039542)","(32.8098412, -117.1294501)"
"(32.8212353, -117.1039542)","(32.7975955, -117.102248)"
"(32.5643115, -116.940779)","(32.5678881, -116.9804498)"
"(33.9840836, -84.0927858)","(32.5764748, -117.0970937)"
"(33.9840836, -84.0927858)","(32.5676564, -117.0933211)"
"(32.5715522, -117.0927764)","(38.7922783, -77.46930019999999)"
"(32.5715522, -117.0927764)","(42.3985736, -83.12574409999999)"
"(32.5715522, -117.0927764)","(32.5839503, -117.1078801)"
"(32.5715522, -117.0927764)","(35.2064428, -97.4479075)"
"(32.5715522, -117.0927764)","(32.7373174, -117.2460431)"
"(32.5715522, -117.0927764)","(32.56639980000001, -117.0913816)"
"(40.7795494, -77.897149)","(32.9055808, -117.2435997)"
"(37.7878035, -122.4386921)","(32.7214587, -117.2392517)"
"(37.7878035, -122.4386921)","(32.7246492, -117.2364626)"
"(37.7878035, -122.4386921)","(32.71424450000001, -117.2260572)"
"(32.8944978, -117.2021563)","(32.8996544, -117.1983927)"
"(32.8944978, -117.2021563)","(32.909373, -117.1602998)"
"(32.9114367, -117.0980474)","(32.9118626, -117.1098261)"
"(32.9114367, -117.0980474)","(32.9082242, -117.0914576)"
"(32.9385162, -117.0409322)","(34.6222353, -117.2346253)"
"(32.9385162, -117.0409322)","(33.3757142, -105.7085423)"
"(32.9118626, -117.1098261)","(32.909373, -117.1602998)"
"(32.9118626, -117.1098261)","(32.9114367, -117.0980474)"
"(32.9118626, -117.1098261)","(32.8900452, -117.1990907)"
"(32.9118626, -117.1098261)","(32.9036854, -117.1008599)"
"(32.9148583, -117.0788685)","(32.9108082, -117.0778438)"
"(32.9148583, -117.0788685)","(42.233915, -88.1209171)"
"(32.7611102, -117.2200109)","(32.7644933, -117.2348852)"
"(32.7611102, -117.2200109)","(32.7560918, -117.2191347)"
"(32.7611102, -117.2200109)","(32.7747497, -117.1538667)"
"(32.7611102, -117.2200109)","(32.7219608, -117.1709678)"
"(32.7560918, -117.2191347)","(32.7611102, -117.2200109)"
"(32.9166555, -117.0709383)","(33.3757142, -105.7085423)"
"(32.9166555, -117.0709383)","(32.9736692, -117.0625193)"
"(32.8317423, -117.1638222)","(32.8347063, -117.1596482)"
"(32.8317423, -117.1638222)","(32.8328837, -117.1465924)"
"(32.71424450000001, -117.2260572)","(32.7263225, -117.227755)"
"(32.71424450000001, -117.2260572)","(37.7878035, -122.4386921)"
"(32.71424450000001, -117.2260572)","(47.5859168, -122.3756738)"
"(32.71424450000001, -117.2260572)","(32.71424450000001, -117.2260572)"
"(39.731631, -104.9848598)","(32.7942808, -117.2072706)"
"(37.0390374, -94.5224868)","(32.9689974, -117.0818523)"
"(37.0390374, -94.5224868)","(32.9698306, -117.0822594)"
"(32.5533034, -116.9556627)","(32.5584132, -116.9884436)"
"(32.5533034, -116.9556627)","(28.3432323, -81.63650860000001)"
"(32.5533034, -116.9556627)","(32.5636456, -116.9624504)"
"(32.5533034, -116.9556627)","(32.5540727, -116.9574475)"
"(32.5533034, -116.9556627)","(37.6702866, -121.8839334)"
"(32.5533034, -116.9556627)","(32.5544622, -116.9425607)"
0,0
"(32.5533034, -116.9556627)","(32.5564843, -116.9360525)"
"(38.4523421, -78.4669096)","(40.6332526, -74.0027727)"
"(38.4523421, -78.4669096)","(40.628263, -73.999149)"
"(38.4523421, -78.4669096)","(40.7318414, -73.89582639999999)"
"(38.4523421, -78.4669096)","(40.4041605, -82.4697896)"
"(38.4523421, -78.4669096)","(32.7460669, -97.234381)"
"(32.5605576, -117.0493856)","(37.2624164, -79.2742659)"
"(32.8191365, -117.2350081)","(32.8321641, -117.2514941)"
"(32.8191365, -117.2350081)","(32.818256, -117.241386)"
"(32.8191365, -117.2350081)","(32.8065048, -117.2419501)"
"(32.818256, -117.241386)","(32.8191365, -117.2350081)"
"(32.818256, -117.241386)","(32.8215479, -117.2467544)"
"(32.9104282, -117.2011179)","(40.7545831, -73.6316751)"
"(32.9104282, -117.2011179)","(32.9050825, -117.2268099)"
"(32.9104282, -117.2011179)","(32.9031612, -117.2219081)"
"(32.9104282, -117.2011179)","(34.3145164, -118.3823197)"
"(32.9050825, -117.2268099)","(32.9630893, -117.1307777)"
"(32.9050825, -117.2268099)","(32.9104282, -117.2011179)"
"(32.7533935, -117.2105087)","(32.6707083, -114.4543588)"
"(32.7533935, -117.2105087)","(32.7503917, -117.2089341)"
"(32.7533935, -117.2105087)","(32.751434, -117.2156153)"
"(32.7533935, -117.2105087)","(32.7263225, -117.227755)"
"(33.3757142, -105.7085423)","(32.9385162, -117.0409322)"
"(33.3757142, -105.7085423)","(32.9296885, -117.0905445)"
"(33.3757142, -105.7085423)","(26.5919823, -80.182299)"
"(33.3757142, -105.7085423)","(32.9166555, -117.0709383)"
"(41.2270372, -73.69805819999999)","(32.956485, -117.0401296)"
"(41.2270372, -73.69805819999999)","(32.9565092, -117.0936388)"
"(32.8078757, -117.1561401)","(32.810624, -117.1599087)"
"(32.8078757, -117.1561401)","(32.8077426, -117.1582193)"
"(32.7932803, -117.1554246)","(32.7974073, -117.1565689)"
"(40.6487418, -111.8886959)","(29.9189541, -90.0989094)"
"(40.6487418, -111.8886959)","(32.729633, -117.125282)"
"(40.6487418, -111.8886959)","(33.41074400000001, -86.62652039999999)"
"(40.6487418, -111.8886959)","(33.9461713, -118.2367678)"
"(40.6487418, -111.8886959)","(32.7199041, -117.1593048)"
"(40.6487418, -111.8886959)","(0.18636, 6.613080999999999)"
"(40.6487418, -111.8886959)","(41.1115472, -73.85838059999999)"
"(40.6487418, -111.8886959)","(41.2203118, -96.03496059999999)"
"(40.6487418, -111.8886959)","(38.9034346, -77.0347434)"
"(32.8026567, -117.1166993)","(32.8034411, -117.1173687)"
"(32.978503, -117.0798555)","(32.9630893, -117.1307777)"
"(32.7432395, -117.072026)","(38.9145017, -94.3636547)"
"(32.847218, -117.222961)","(32.8514, -117.2259021)"
"(32.847218, -117.222961)","(32.85422490000001, -117.2002723)"
0,0
"(34.0807282, -118.4130493)","(32.7535112, -117.1932768)"
"(32.7451609, -117.2472265)","(32.7644933, -117.2348852)"
"(32.7451609, -117.2472265)","(40.8296315, -73.4330056)"
"(32.7451609, -117.2472265)","(32.7519772, -117.2345834)"
"(32.7451609, -117.2472265)","(32.7441429, -117.2350978)"
"(32.7451609, -117.2472265)","(32.7431327, -117.2449981)"
"(32.7451609, -117.2472265)","(41.1754638, -73.84408739999999)"
"(32.7451609, -117.2472265)","(32.7320556, -117.2479171)"
"(32.7451609, -117.2472265)","(29.891815, -81.31380709999999)"
"(32.7519678, -117.1192794)","(42.19899789999999, -71.1641868)"
"(32.7519678, -117.1192794)","(40.4383577, -79.9276999)"
"(40.4041605, -82.4697896)","(40.7318414, -73.89582639999999)"
"(32.7806763, -117.1712482)","(32.7765759, -117.1725828)"
"(32.7214587, -117.2392517)","(32.7270242, -117.2443204)"
"(32.7214587, -117.2392517)","(32.7246492, -117.2364626)"
"(32.7214587, -117.2392517)","(32.7263225, -117.227755)"
"(37.7956513, -122.4132947)","(32.7219608, -117.1709678)"
"(37.7956513, -122.4132947)","(42.3514296, -71.0501324)"
"(37.7956513, -122.4132947)","(32.7535112, -117.1932768)"
"(37.7956513, -122.4132947)","(32.7942808, -117.2072706)"
"(37.7956513, -122.4132947)","(37.7264089, -80.805014)"
"(35.1056303, -106.3279109)","(32.7942808, -117.2072706)"
"(32.9689974, -117.0818523)","(34.6222353, -117.2346253)"
0,0
"(32.755521, -117.1388501)","(32.6707083, -114.4543588)"
"(32.755521, -117.1388501)","(32.7713532, -117.1295335)"
"(32.755521, -117.1388501)","(32.7633799, -117.1236636)"
"(32.755521, -117.1388501)","(43.0730517, -89.4012302)"
"(32.755521, -117.1388501)","(32.7576978, -117.0808503)"
"(32.755521, -117.1388501)","(37.580025, -122.3417094)"
"(32.755521, -117.1388501)","(42.19899789999999, -71.1641868)"
"(32.5764748, -117.0970937)","(32.7373174, -117.2460431)"
"(32.7392534, -117.1254281)","(32.734557, -117.1250616)"
